smiles,zinc_id,minimal_disttoref,consensus_sars,tox_counts,ct_tox
C=CCNC(=S)N(CCOc1ccc2cc(Br)ccc2c1)C(C)C,ZINC000743018255,0.705882,0.805458,9,0.062183
O=c1c(Br)nn(Cc2cccc3cccnc23)c2ccccc12,ZINC000125232633,0.706897,0.805454,9,0.143969
CC(=O)Nc1ccc(/C=N\NC(=S)Nc2cccc3cccnc23)cc1,ZINC000033736190,0.593750,0.805419,4,0.050573
CC(=O)Nc1ccc(/C=N/NC(=S)Nc2cccc3cccnc23)cc1,ZINC000005431604,0.593750,0.805419,4,0.050573
CSCCNC(=S)NN=Cc1nc2ccc(Cl)cc2n1C,ZINC000769598515,0.619048,0.805407,5,0.065754
C[C@@H](NC(=S)NN=Cc1cnc2cnccn12)c1ccc(Cl)cc1Cl,ZINC000746369876,0.671429,0.805392,8,0.078936
S=C(Nc1nccc2ccccc12)NC(c1ccccc1)c1ccccc1,ZINC001244783100,0.639344,0.805312,2,0.064371
S=C(NN=C1CCOc2cc(Br)ccc21)Nc1cccnc1,ZINC000774575075,0.606061,0.805285,9,0.051063
Cn1c(-c2ccccc2)c(C=NNC(=S)NCC(F)(F)F)c2ccccc21,ZINC000746495967,0.582090,0.805272,4,0.401173
S=C(Nc1cncc2ccccc12)NC(c1ccccc1)c1ccccc1,ZINC001244783111,0.666667,0.805251,2,0.061411
Cn1cnc2cc(C=NNC(=S)Nc3ccccc3)ccc21,ZINC000761252111,0.516667,0.805241,7,0.054466
C[C@H]1CC(=NNC(=S)Nc2cccnc2)c2cccc(Br)c21,ZINC000743424966,0.590909,0.805164,5,0.050671
CCNC(=S)N/N=C/c1cn(Cc2ccc(Cl)cc2Cl)c2ccccc12,ZINC000058823245,0.600000,0.805153,22,0.069086
S=C(NN=C1COc2ccc(Br)cc21)Nc1cccnc1,ZINC000814719914,0.600000,0.805149,8,0.050890
S=C(NN=C1CCOc2ccc(Cl)cc21)Nc1cccnc1,ZINC000783798453,0.590909,0.805139,8,0.052548
NC(=S)N/N=C/c1cc2ccccc2nc1Cl,ZINC000056673136,0.488889,0.805118,11,0.100491
NC(=S)N/N=C\c1cc2ccccc2nc1Cl,ZINC000028628954,0.488889,0.805118,11,0.100491
CSCCNC(=S)NN=Cc1c(Cl)ccc2cccnc12,ZINC000781124254,0.661538,0.805109,9,0.057102
C[C@@H](NC(=S)NNc1cnnc2ccccc12)c1ccccc1,ZINC000733756084,0.718310,0.805008,4,0.052500
S=C(NCc1ccccc1)NN=Cc1cnc2ccc(Br)cn12,ZINC000735970393,0.508772,0.804993,4,0.052039
C=CCNC(=S)NN=C[C@@H]1CC1(Cl)Cl,ZINC000853263912,0.767857,0.804966,2,0.054672
O=c1c(Br)nn(Cc2cnns2)c2ccccc12,ZINC000806591589,0.762712,0.804962,1,0.055243
S=C(NCc1cccnc1)NN=C1CCSc2ccc(Cl)cc21,ZINC001317715906,0.675325,0.804954,4,0.066195
S=C(NN=Cc1ccc2ccc(Br)cc2n1)Nc1ccccn1,ZINC000771558189,0.555556,0.804903,11,0.051434
S=C(NCc1ccccc1)NN=Cc1cn2cc(Cl)ccc2n1,ZINC000920363226,0.500000,0.804891,7,0.052334
Cn1c(C=NNC(=S)Nc2ccccc2)nc2cc(Cl)ccc21,ZINC000755496919,0.537037,0.804877,7,0.057185
S=C(NCCc1ccc(Cl)cc1)NN=Cc1cn2ccccc2n1,ZINC000918711708,0.634921,0.804865,7,0.050985
C[C@H](NC(=S)NN=Cc1cn2ccccc2n1)c1ccc(Cl)cc1Cl,ZINC000727062091,0.685714,0.804809,7,0.072348
CC(=NNC(=S)Nc1ccccn1)c1nc2ccccc2n1C(F)F,ZINC000767804003,0.627119,0.804806,7,0.061739
C=CCNC(=S)NN=Cc1nc2cc(C(F)(F)F)ccc2n1C,ZINC000760223318,0.686567,0.804797,4,0.070928
S=C(NCCc1ccc(Cl)cc1)NN=Cc1cccc2nccn12,ZINC000771097336,0.644068,0.804794,6,0.050500
O=C(NNC(=S)NCc1ccccc1)c1cc(-c2ccccc2Cl)nc2ccccc12,ZINC000015873403,0.628571,0.804791,4,0.359717
S=C(Nc1ccc2cnccc2c1Cl)Nc1cccc2ccccc12,ZINC001200103918,0.649123,0.804735,6,0.116069
CN(N=Cc1cn2cc(Cl)ccc2n1)C(=S)NCc1ccccc1,ZINC000920364937,0.676923,0.804704,6,0.051144
O=c1c(Br)nn(Cc2ccns2)c2ccccc12,ZINC001307322684,0.754386,0.804617,1,0.053894
C[C@@H](NC(=S)NN=Cc1cn2ccccc2n1)c1ccc(Cl)cc1Cl,ZINC000727062087,0.685714,0.804616,18,0.072348
C#CCn1ccnc1C=NNC(=S)N[C@H](C)c1ccc(Cl)cc1Cl,ZINC000807969039,0.694118,0.804557,7,0.053534
S=C(NCCc1ccc(Cl)cc1)NN=Cc1cnc2ccccc2n1,ZINC000744747194,0.629032,0.804513,9,0.050327
S=C(Nc1cn2c(Br)cccc2n1)Nc1cccc2ccccc12,ZINC001200095492,0.690909,0.804486,3,0.054284
CC(C)(C)NC(=S)NN=Cc1cn2ccc(Br)cc2n1,ZINC000811634226,0.686567,0.804459,5,0.052026
O=C(Cc1ccc(Cl)cc1)NC(=S)Nc1ccc2ccccc2c1,ZINC000004674848,0.614035,0.804440,1,0.050629
C[S@+]([O-])c1ccc(C=NNC(=S)NCCc2ccccn2)cc1,ZINC001116209805,0.634921,0.804399,4,0.050171
S=C(NCCc1ccccn1)NN=Cc1nc2ccccn2c1Br,ZINC000755683449,0.661290,0.804394,6,0.050692
CNC(=S)NN=C(C)c1nc2ccccc2n1C(F)F,ZINC000812377559,0.620690,0.804392,4,0.064114
FC(F)(F)CCCCNC(=S)NNc1ccc2ccccc2n1,ZINC000794967067,0.690909,0.804315,3,0.050410
C#Cc1cccc(NC(=S)NN=Cc2cnc3ccccc3n2)c1,ZINC000727262336,0.539683,0.804273,6,0.056488
S=C(NN=Cc1cn2ccccc2n1)Nc1cccc(Br)c1,ZINC000918711151,0.539683,0.804224,6,0.053187
S=C(Nc1ccc2nc(Cl)ccc2c1)Nc1cccc2ccccc12,ZINC001200107544,0.677966,0.804158,5,0.082794
CSCCNC(=S)NN(c1ccccc1)c1ccccc1,ZINC000752731898,0.361111,0.804110,3,0.050196
CC(=NNC(=S)Nc1cccnc1)c1nc2ccccc2n1C(F)F,ZINC000812388988,0.622951,0.804106,7,0.058144
C/C(=N\NC(=S)NNC(=S)N(C)c1ccccc1)c1ccccn1,ZINC000005733593,0.642857,0.804100,7,0.050427
C/C(=N/NC(=S)NNC(=S)N(C)c1ccccc1)c1ccccn1,ZINC000017220761,0.642857,0.804100,7,0.050427
C=CCNC(=S)NN=Cc1ccc(-n2cnc3ccccc32)cc1,ZINC000917566985,0.671875,0.804073,7,0.058025
S=C(Nc1ccc2ccccc2n1)NC(c1ccccc1)c1ccccc1,ZINC001244783243,0.672131,0.804054,2,0.053205
FC(F)(F)CNC(=S)NN=Cc1cn2ccc(Br)cc2n1,ZINC000811640543,0.692308,0.804029,4,0.051226
CSCCNC(=S)NNC(=O)c1ccc2cc(Br)ccc2c1,ZINC000094120500,0.639344,0.803881,3,0.058736
C=CCn1c2ccccc2n2nc(C)c(C(C)=NNC(=S)NCC(F)(F)F)c12,ZINC000746496309,0.722222,0.803879,4,0.051252
O=C1c2cccc3cccc(c23)C(=O)N1NC(=S)NCCc1ccc(Cl)cc1Cl,ZINC000726436993,0.676923,0.803852,3,0.052883
S=C(NNc1cnnc2ccccc12)Nc1cc(Cl)cc(Cl)c1,ZINC000733756188,0.716418,0.803803,6,0.054896
CC(=NNC(=S)NCC(F)(F)F)c1nc2ccccc2s1,ZINC000746496728,0.672131,0.803548,4,0.050231
S=C(NCCc1ccc(Cl)cc1)NN=Cc1cn2cc(Cl)ccc2n1,ZINC000920366945,0.666667,0.803536,9,0.050700
FC(F)(F)CNC(=S)NN=Cc1cn2cc(Cl)ccc2n1,ZINC000746491204,0.666667,0.803512,4,0.050698
CSCCNC(=S)NN=Cc1cc2ccccc2n1C,ZINC000853327245,0.616667,0.803474,4,0.053030
CSCCNC(=S)NN=Cc1cc2c(C)nn(-c3ccccc3)c2nc1Cl,ZINC000814892276,0.611940,0.803443,10,0.059887
NC(=S)N/N=C/c1cn(Cc2ccc(Cl)cc2)c2ccccc12,ZINC000000564040,0.550000,0.803431,15,0.211965
CNC(=S)NN=C(C)c1nc2cc(Cl)ccc2n1C,ZINC000749157974,0.620690,0.803315,4,0.069680
C#CCn1ccnc1C=NNC(=S)N[C@@H](C)c1ccc(Cl)cc1Cl,ZINC000807969040,0.694118,0.803303,8,0.053534
CC(=NNC(=S)Nc1ccccc1)c1c(Cl)nc2sccn12,ZINC000741836526,0.590164,0.803296,12,0.050328
S=C(NCCc1ccc(Cl)cc1)NN=C1CCn2cccc21,ZINC000818260105,0.677966,0.803293,6,0.052450
C/C(=N\NC(=S)NNC(=S)N1CCCc2ccccc21)c1ccccn1,ZINC000016940691,0.671875,0.803292,9,0.053833
C/C(=N/NC(=S)NNC(=S)N1CCCc2ccccc21)c1ccccn1,ZINC000005486888,0.671875,0.803292,9,0.053833
Fc1ccc2ccc(C=NNC(=S)NCC(F)(F)F)nc2c1F,ZINC000814822177,0.627119,0.803287,4,0.050345
CSCCNC(=S)NN=Cc1nc2cc(Cl)ccc2n1C,ZINC000769599529,0.640625,0.803264,5,0.058492
S=C(NNc1cccc2cnccc12)Nc1ccc(Cl)cc1,ZINC000728448652,0.632653,0.803167,11,0.070447
O=C(NC(=S)NC12CC3CC(CC(C3)C1)C2)c1cccc2c(Cl)cccc12,ZINC000408628690,0.627119,0.803164,7,0.063730
S=C(Nc1cccnc1)Nc1ccc(/N=N/c2ccccc2)c2ccccc12,ZINC001199901655,0.640625,0.803145,9,0.051395
CN(/N=C/c1ccc(Cl)cc1)C(=S)Nc1ccccc1,ZINC000034531403,0.590909,0.803144,3,0.050303
CC(=NNC(=S)Nc1cccnc1)c1ccc2c(c1)Cc1ccccc1-2,ZINC000916299069,0.590909,0.803028,12,0.052785
Cn1c(C=NNC(=S)NCC(F)(F)F)nc2ccccc21,ZINC000755673571,0.600000,0.803023,3,0.053329
CNC(=S)NN=C(C)c1nc2ccc(Cl)cc2n1C,ZINC000760219380,0.620690,0.802969,4,0.087731
O=c1ccc(Br)cn1Cc1ccc2ccccc2c1,ZINC000192822287,0.740000,0.802965,1,0.142708
CCNC(=S)N/N=C/c1cn(Cc2ccc(Cl)cc2)c2ccccc12,ZINC000409371686,0.590164,0.802956,22,0.090391
C[C@@H](NC(=S)NN=Cc1cnc2ccccc2n1)c1ccc(Cl)cc1Cl,ZINC000727062679,0.671875,0.802951,17,0.052861
C/C(=N\Nc1ccnc2cc(Cl)ccc12)c1ccc(NC(=S)NCC(C)C)cc1,ZINC000028628952,0.709677,0.802946,12,0.057620
O=c1cccc(Br)n1Cc1cccc2ccccc12,ZINC000809977797,0.693878,0.802845,2,0.090677
C#Cc1cccc(NC(=S)NN=Cc2cn3ccccc3n2)c1,ZINC000727261484,0.582090,0.802800,6,0.069551
S=C(NN=C1CCCSc2ccc(Cl)cc21)Nc1ccccn1,ZINC000767806384,0.550000,0.802766,8,0.053419
CNC(=S)N/N=C1\c2cc(Cl)ccc2-c2c(Cl)cc(Cl)cc21,ZINC000008628483,0.679245,0.802756,7,0.053374
CNC(=S)N/N=C1/c2cc(Cl)ccc2-c2c(Cl)cc(Cl)cc21,ZINC000001722505,0.679245,0.802756,7,0.053374
C#CCNC(=S)NN(c1ccccc1)c1ccccc1,ZINC000758171221,0.323529,0.802695,2,0.050169
CSCCNC(=S)NN=Cc1cnn(Cc2ccc(C(F)(F)F)cc2)c1,ZINC000777442971,0.681159,0.802568,6,0.167777
S=C(NC/C(Br)=C/Br)Nc1cccc2ccccc12,ZINC000005594314,0.701754,0.802511,2,0.054085
S=C(NC/C(Br)=C\Br)Nc1cccc2ccccc12,ZINC000008652000,0.701754,0.802511,2,0.054085
S=C(Nc1nc2ccccc2nc1Cl)NC(c1ccccc1)c1ccccc1,ZINC001244785253,0.692308,0.802481,4,0.051224
S=C(NNc1ccc2ccccc2n1)Nc1ccc(Cl)nc1,ZINC000727063642,0.690909,0.802407,12,0.050544
C=CCNC(=S)NN=Cc1cn2ccc(Br)cc2n1,ZINC000811630440,0.703125,0.802395,4,0.052105
S=C(NNc1cccc2cnccc12)Nc1ccc(Cl)nc1,ZINC000728448471,0.705882,0.802390,12,0.056830
C[C@H](NC(=S)NC(=O)c1cccc2c(Cl)cccc12)C12CC3CC(CC(C3)C1)C2,ZINC000017095233,0.589286,0.802375,6,0.054865
FC(F)(F)CNC(=S)NN=Cc1ccc(-n2cnc3ccccc32)cc1,ZINC000746497070,0.671233,0.802364,4,0.054613
S=C(NN=Cc1cnc2ccccn12)Nc1cccc(Cl)c1,ZINC000755533207,0.584615,0.802363,8,0.051444
S=C(NNc1ccc2ccccc2n1)Nc1ccc2ccccc2c1,ZINC000044052492,0.666667,0.802362,8,0.051081
S=C(Nc1ccc2cnccc2c1Br)NC(c1ccccc1)c1ccccc1,ZINC001244810528,0.681159,0.802345,3,0.057784
NC(=S)N/N=C(\CSc1nc2ccccc2s1)c1ccccc1,ZINC000005584394,0.653333,0.802303,7,0.050587
C=CCNC(=S)NNC(=O)c1cc2c(C)nn(Cc3ccccc3Cl)c2s1,ZINC000052539414,0.666667,0.802214,5,0.068758
S=C(NN=C1CCSc2ccc(Cl)cc21)Nc1cccnc1,ZINC000767088775,0.597015,0.802084,4,0.052144
S=C(NN=Cc1cnc2ccccc2n1)Nc1cccc(Br)c1,ZINC000732767331,0.491525,0.802084,11,0.050781
S=C(NNc1cccc2cnccc12)Nc1cccc(Cl)c1,ZINC000728448108,0.603175,0.802082,9,0.070687
Cn1cnc2cc(C=NNC(=S)NCC(F)(F)F)ccc21,ZINC000761262001,0.650794,0.802060,3,0.052790
CC(=NNC(=S)NCc1ccccc1)c1c(Cl)nc2sccn12,ZINC000741838558,0.573770,0.802020,5,0.050443
S=C(NNc1ccc(Cl)cc1)Nc1ccc2ccccc2c1,ZINC000915994316,0.595238,0.802003,5,0.051517
CSCCNC(=S)NN=C1COc2ccc(Cl)cc21,ZINC000814892955,0.703125,0.801963,2,0.051375
S=C(NN=Cc1cnc2ccccn12)Nc1cccc(Br)c1,ZINC000755625438,0.562500,0.801940,6,0.051714
S=C(Nc1ccc2ncc(Cl)cc2c1)Nc1cccc2ccccc12,ZINC001200105546,0.644068,0.801884,5,0.067085
C=CCCCNC(=S)Nc1cccc2c1[C@H]1CC[C@H]2C1=C(Cl)Cl,ZINC001247768843,0.739130,0.801840,6,0.051246
Cc1c(C=NNC(=S)NCC(F)(F)F)n(C)c2ccccc12,ZINC000814822464,0.627119,0.801834,4,0.052230
O=C(NNC(=S)NCCSc1ccc(Cl)cc1)c1cccc2cccnc12,ZINC000064377386,0.584615,0.801818,3,0.065200
C#Cc1cccc(NC(=S)NN=C(C)Cc2nc3ccccc3s2)c1,ZINC000749157607,0.584615,0.801805,5,0.065112
S=C(NCc1cccnc1)NN=C1CCOc2c(Cl)ccc(Cl)c21,ZINC001338098883,0.666667,0.801725,5,0.061200
C[C@@H](NC(=S)NN=C1CCn2cccc21)c1ccc(Cl)cc1Cl,ZINC000727061661,0.661290,0.801659,10,0.089035
CCNC(=S)N/N=C/c1cn(Cc2ccccc2Cl)c2ccccc12,ZINC000001185575,0.596774,0.801646,17,0.059436
S=C(NN=Cc1cn2cc(Cl)ccc2n1)Nc1cccnc1,ZINC000920361360,0.523810,0.801634,8,0.050799
S=C(NN=Cc1cn2cc(Cl)ccc2n1)Nc1ccccn1,ZINC000767807307,0.559322,0.801625,6,0.050880
CC(C)NC(=S)NN=Cc1cn2cc(Cl)ccc2n1,ZINC001337812075,0.547170,0.801595,4,0.050498
S=C(NN=Cc1cccc2nccn12)Nc1cccc(Br)c1,ZINC000771095963,0.555556,0.801573,9,0.051207
O=c1c(Br)nn(Cc2cnc3ccccc3n2)c2ccccc12,ZINC001189034999,0.694915,0.801553,2,0.061034
S=C(NN=C1COc2c(Br)cc(Cl)cc21)Nc1ccccn1,ZINC000814882581,0.583333,0.801539,8,0.052501
S=C(NCCc1ccccn1)NN=C1CCSc2ccc(Cl)cc21,ZINC000726419321,0.650794,0.801427,5,0.051434
NC(=S)N/N=C/c1cn(Cc2cnc(Cl)s2)c2ccccc12,ZINC000001399321,0.611940,0.801423,13,0.068200
S=C(Nc1nn(Cc2ccccc2Cl)cc1Cl)Nc1cccc2ccccc12,ZINC000002782132,0.707692,0.801420,3,0.316125
C=CCNC(=S)NN=C1CCSc2c(Cl)cccc21,ZINC000731924892,0.728571,0.801368,3,0.052682
S=C(NN=Cc1cccc2nccn12)Nc1cccc(Cl)c1,ZINC000771087016,0.578125,0.801365,11,0.050821
S=C(NNc1cccc2ccccc12)Nc1ccc(Cl)nc1,ZINC000727082436,0.704918,0.801301,15,0.052941
CC(=NNC(=S)NCC(F)(F)F)c1nccc2ccccc12,ZINC000811640541,0.666667,0.801167,4,0.068540
Cc1cccc(NC(=S)NNc2cnnc3ccccc23)c1,ZINC000733756128,0.619048,0.801104,4,0.056266
CNC(=S)NN=Cc1c(-c2ccccc2)n(C)c2ccccc12,ZINC000916583740,0.550000,0.801076,3,0.510912
Cn1c(C=NNC(=S)Nc2cccc(Cl)c2)nc2ccccc21,ZINC000755535149,0.518519,0.801029,6,0.074608
C=CCNC(=S)NN=C1CCSc2ccc(Cl)cc21,ZINC000767064029,0.742424,0.801006,3,0.052779
Cc1cccc2ncc(C=NNC(=S)NCC(F)(F)F)n12,ZINC000755673985,0.661290,0.800985,3,0.050498
O=C(Cn1cnc2c(Br)cc(Br)cc2c1=O)c1ccc2ccccc2c1,ZINC000008952429,0.672131,0.800979,2,0.080896
C=CCNC(=S)NN=Cc1c(-c2ccccc2)nc2sccn12,ZINC000917025228,0.596774,0.800880,4,0.051162
S=C(Nc1ccc2nccc(Cl)c2c1)Nc1cccc2ccccc12,ZINC001200107572,0.618182,0.800717,5,0.072922
CC(=NNC(=S)NCC1CCC1)c1nc2ccccc2n1C(F)F,ZINC000727652789,0.640625,0.800701,3,0.073677
S=C(Nc1ccc2ncccc2c1)NC(c1ccccc1)c1ccccc1,ZINC001244783214,0.634921,0.800698,3,0.055131
C[C@@H](C#N)Oc1ccc(C=NNC(=S)NCCc2ccc(Cl)cc2)cc1,ZINC000727683395,0.671642,0.800621,9,0.051197
S=C(Nc1ccc2cccnc2c1)NC(c1ccccc1)c1ccccc1,ZINC001244801518,0.612903,0.800580,2,0.058110
S=C(NNc1ncccn1)Nc1ccc2ccccc2c1,ZINC000044074093,0.625000,0.800580,8,0.051911
O=c1c2cc(Br)cn2ccn1Cc1cccc2ccccc12,ZINC000789741356,0.745455,0.800554,1,0.092016
C=CCNC(=S)NN=Cc1c(C)c(C=NNC(=S)NCC=C)n2ccccc12,ZINC000771871313,0.650000,0.800540,7,0.052132
S=C(Nc1ccc2cnccc2c1)NC(c1ccccc1)c1ccccc1,ZINC001244782544,0.660714,0.800538,3,0.058754
NC(=S)N/N=C\c1nccc2c(C(F)(F)F)cccc12,ZINC000005203021,0.565217,0.800538,8,0.127572
NC(=S)N/N=C/c1nccc2c(C(F)(F)F)cccc12,ZINC000006513542,0.565217,0.800538,8,0.127572
S=C(NCc1cccnc1)NN=C1CCOc2c(Cl)cc(Br)cc21,ZINC001324230362,0.683544,0.800437,8,0.057005
S=C(Nc1cccnc1)Nc1c2ccccc2cc2ccccc12,ZINC001199905878,0.589286,0.800418,3,0.055307
S=C(NCCc1ccc(Cl)cc1)NNC(=S)N[C@H]1CCc2ccccc2C1,ZINC000742976353,0.672414,0.800374,10,0.050179
S=C(Nc1ccc2ccncc2c1)NC(c1ccccc1)c1ccccc1,ZINC001244808061,0.660714,0.800374,2,0.061538
O=c1c(Br)nn(Cc2cccc3ccccc23)c2ccccc12,ZINC000755843328,0.738462,0.800361,14,0.116751
CSCCNC(=S)NN=Cc1nc2ccccn2c1Br,ZINC000769594140,0.634921,0.800347,4,0.051572
S=C(NCCc1ccc(Cl)cc1)NN=Cc1cnc2ccc(Br)cn12,ZINC000735972894,0.676471,0.800329,8,0.050832
S=C(Nc1cn2c(Cl)cccc2n1)Nc1cccc2ccccc12,ZINC001200096575,0.666667,0.800303,4,0.054716
CSCCNC(=S)NN=Cc1ccc2ccc(Br)cc2n1,ZINC000771557879,0.661290,0.800298,7,0.051872
CSCCNC(=S)NN=Cc1nc2cc(C(F)(F)F)ccc2n1C,ZINC000769602704,0.656716,0.800286,5,0.072711
S=C(Nc1cc(Cl)c2ncccc2c1)Nc1cccc2ccccc12,ZINC001200106678,0.603774,0.800271,11,0.090697
Cc1nc(C=NNC(=S)NCC(F)(F)F)c2ccccn12,ZINC000746496324,0.593220,0.800228,3,0.051464
CCN(C(=S)Nc1ccc(Cl)nc1)c1ccc2ccccc2c1,ZINC000727081656,0.723077,0.800179,4,0.053999
O=C(Cn1cnc2ccc(Br)cc2c1=O)c1ccc2ccccc2c1,ZINC000006112324,0.593220,0.800174,0,0.071511
FC(F)(F)CNC(=S)NN=Cc1nc2ccccn2c1Br,ZINC000755674286,0.661290,0.800168,4,0.050981
S=C(NN=C1COc2c(Br)cc(Cl)cc21)Nc1cccnc1,ZINC000814721333,0.597015,0.800141,8,0.052552
NC(=S)N/N=C1/c2ccccc2-c2nc3ccccc3nc21,ZINC000012360521,0.651163,0.800129,7,0.065406
NC(=S)N/N=C1\c2ccccc2-c2nc3ccccc3nc21,ZINC000100340137,0.651163,0.800129,7,0.065406
CCc1ccc(CC(Cc2ccc(Cl)cc2)=NN(C)C(=S)NC)nc1,ZINC000841646509,0.736842,0.800126,19,0.050765
CC(=O)c1cccc(Cn2nc(Br)c(=O)c3ccccc32)c1,ZINC001307322543,0.706897,0.800116,0,0.113436
S=C(NN=C1COc2ccc(Cl)cc21)Nc1cccnc1,ZINC000814721226,0.578125,0.800096,9,0.051257
Cc1ccccc1Cn1cc(/C=N/NC(N)=S)c2ccccc21,ZINC000409383860,0.551724,0.799969,8,0.124520
CCCCc1ccc(NC(=S)NNc2cnnc3ccccc23)cc1,ZINC000733756091,0.583333,0.799965,4,0.050421
CCCNC(=S)Nc1cccc2c1[C@H]1CC[C@H]2C1=C(Cl)Cl,ZINC001244893663,0.698413,0.799960,6,0.050989
N=C(N/N=C\c1cccc2ccccc12)N/N=C/c1cccc2ccccc12,ZINC000008622597,0.595238,0.799957,10,0.067485
N=C(N/N=C/c1cccc2ccccc12)N/N=C/c1cccc2ccccc12,ZINC000001695738,0.595238,0.799957,10,0.067485
N=C(N/N=C\c1cccc2ccccc12)N/N=C\c1cccc2ccccc12,ZINC000104392471,0.595238,0.799957,10,0.067485
S=C(Nc1ccc2c(Cl)ccnc2c1)Nc1cccc2ccccc12,ZINC001200106858,0.642857,0.799943,5,0.093325
C[C@@H](NC(=S)NN=C1CCn2ccnc21)c1ccc(Cl)cc1Cl,ZINC000834954128,0.687500,0.799936,7,0.130488
C=CCNC(=S)NN=Cc1cnn(Cc2ccccc2)c1Cl,ZINC000788952513,0.593220,0.799907,5,0.113353
S=C(NNc1cccc2cnccc12)Nc1ccc(Br)cc1,ZINC000783734374,0.712121,0.799906,11,0.065257
S=C(NCCc1ccccn1)NN=C1COc2c(Cl)cccc21,ZINC000814828228,0.655738,0.799894,6,0.050762
S=C(NCc1cccnc1)NN=C1CCOc2c(Br)cc(Cl)cc21,ZINC001317979097,0.703704,0.799847,6,0.064496
S=C(Nc1cccnc1)Nc1cnc2ccccc2c1Cl,ZINC001199889185,0.625000,0.799847,4,0.059667
Cc1cccn2c(C=NNC(=S)NCC(F)(F)F)cnc12,ZINC000755674012,0.655172,0.799833,3,0.050469
C#Cc1cccc(NC(=S)NN=C(C)c2c(Cl)nc3ccccn23)c1,ZINC000737433664,0.666667,0.799806,8,0.060936
Cn1c(C=NNC(=S)NCC(F)(F)F)nc2cc(C(F)(F)F)ccc21,ZINC000760253115,0.676923,0.799797,4,0.058332
NC(=S)N/N=C/c1cn(Cc2ccc(I)cc2)c2ccccc12,ZINC000033774707,0.586207,0.799732,13,0.146868
CN(/N=C/c1ccccc1)C(=S)c1ccccc1,ZINC000000980096,0.605263,0.799731,2,0.051322
CSCCNC(=S)NN=Cc1cc2cccc(C)c2nc1Cl,ZINC000769598203,0.590164,0.799673,12,0.069886
N#CCCn1cc(C=NNC(=S)NCc2ccc(F)cc2)c2ccccc21,ZINC000730561469,0.593750,0.799625,7,0.125183
COc1cccc(NC(=S)NN=Cc2cn3ccc(Br)cc3n2)c1,ZINC000811631007,0.500000,0.799607,9,0.067130
Cc1cccc(C(=O)N[C@@H](NC(=S)Nc2cccc3cccnc23)C(Cl)(Cl)Cl)c1,ZINC000003142228,0.500000,0.799570,6,0.053507
C#Cc1cccc(NC(=S)NN=Cc2cnc3ccccn23)c1,ZINC000755690039,0.602941,0.799541,6,0.063160
S=C(NN=Cc1ccc2ccccc2n1)Nc1cccc(Br)c1,ZINC000741459278,0.508475,0.799440,14,0.052134
C[C@H](NC(=S)NN=C1CCn2cccc21)c1ccc(Cl)cc1Cl,ZINC000727061658,0.661290,0.799416,4,0.089035
Cc1cccc(Cn2cc(/C=N\NC(=S)Nc3ccccc3)c3ccccc32)c1,ZINC000408994508,0.590164,0.799398,8,0.103998
Fc1ccccc1Cn1cc(/C=N/NC(=S)NCc2ccccc2)c2ccccc21,ZINC000004819649,0.525424,0.799389,19,0.085091
CSCCNC(=S)NN=C1CCSc2c(Cl)cccc21,ZINC000769602538,0.720588,0.799321,3,0.053837
C=CCNC(=S)NN=Cc1cn2cc(Cl)ccc2n1,ZINC000920362708,0.682540,0.799305,4,0.050953
Cn1c(C=NNC(=S)Nc2cccc(Br)c2)nc2ccccc21,ZINC000755624718,0.518519,0.799305,5,0.075278
CNC(=S)NN=Cc1nc2cc(Cl)ccc2n1C,ZINC000755473330,0.650000,0.799303,4,0.064322
O=c1c(Br)nn(Cc2csnn2)c2ccccc12,ZINC000806591237,0.741379,0.799300,2,0.057531
Cn1cc(/C=N/N=C(\N)S)c2ccccc21,ZINC000013687287,0.666667,0.799284,9,0.078888
S=C(NNc1ncnc2sccc12)Nc1ccc2ccccc2c1,ZINC000044056119,0.714286,0.799272,9,0.051698
CC(=NNC(=S)Nc1ccccc1)c1nc2ccccc2s1,ZINC000917566865,0.563636,0.799247,8,0.050227
Cc1ccc(NC(=S)NN=Cc2cnc3ccc(Br)cn23)cc1,ZINC000735971019,0.615385,0.799242,4,0.050777
COc1ccc(NC(=S)NN(c2ccccc2)c2ccccc2)cn1,ZINC000726892752,0.555556,0.799237,11,0.050313
CSCCNC(=S)NN=C1COc2c(Cl)cccc21,ZINC000814892301,0.710145,0.799220,2,0.050989
C=CCNC(=S)NNC(=O)CS[C@H](c1ccccc1)c1ccc(Cl)cc1,ZINC000058169871,0.714286,0.799204,3,0.051264
C[C@@H](NC(=S)NN=Cc1cn2ccc(Br)cc2n1)C1CC1,ZINC000811643730,0.645161,0.799168,5,0.052085
S=C(NCc1ccccc1)N/N=C/c1c2ccccc2c(Cl)c2ccccc12,ZINC000002658308,0.425532,0.799149,24,0.055444
CNC(=S)NN=C(C)c1c(Cl)nc2ccccn12,ZINC000737416748,0.614035,0.799149,4,0.050972
S=C(Nc1cccc2cnncc12)NC(c1ccccc1)c1ccccc1,ZINC001244805031,0.701754,0.799111,2,0.065089
O=c1c(Br)nn(Cc2cnsn2)c2ccccc12,ZINC001651889705,0.736842,0.799091,2,0.069705
CC(=NNC(=S)Nc1ccccc1)c1nc2ccccc2n1C(F)F,ZINC000812385271,0.528302,0.799052,4,0.057149
